﻿wkt_geom,time,altitude,latitude,longitude,productivity
Point (-123.10420229999999719 37.93751144000000153),2/16/16,0,37.93751144,-123.1042023,813.9012
Point (-123.0625 37.93751144000000153),2/16/16,0,37.93751144,-123.0625,1272.617
Point (-123.02079770000000281 37.93751144000000153),2/16/16,0,37.93751144,-123.0207977,2179.764
Point (-122.97920229999999719 37.93751144000000153),2/16/16,0,37.93751144,-122.9792023,2191.792
Point (-122.9375 37.93751144000000153),2/16/16,0,37.93751144,-122.9375,2191.792
Point (-122.89579770000000281 37.93751144000000153),2/16/16,0,37.93751144,-122.8957977,1359.3383
Point (-123.4375 37.89583969000000252),2/16/16,0,37.89583969,-123.4375,1214.2977
Point (-123.39579770000000281 37.89583969000000252),2/16/16,0,37.89583969,-123.3957977,1214.2977
Point (-123.35420229999999719 37.89583969000000252),2/16/16,0,37.89583969,-123.3542023,1399.7987
Point (-123.3125 37.89583969000000252),2/16/16,0,37.89583969,-123.3125,593.5512
Point (-123.27079770000000281 37.89583969000000252),2/16/16,0,37.89583969,-123.2707977,nan
Point (-123.22920229999999719 37.89583969000000252),2/16/16,0,37.89583969,-123.2292023,nan
Point (-123.1875 37.89583969000000252),2/16/16,0,37.89583969,-123.1875,nan
Point (-123.14579770000000281 37.89583969000000252),2/16/16,0,37.89583969,-123.1457977,nan
Point (-123.10420229999999719 37.89583969000000252),2/16/16,0,37.89583969,-123.1042023,798.00244
Point (-123.0625 37.89583969000000252),2/16/16,0,37.89583969,-123.0625,19012.828
Point (-123.02079770000000281 37.89583969000000252),2/16/16,0,37.89583969,-123.0207977,2281.532
Point (-122.97920229999999719 37.89583969000000252),2/16/16,0,37.89583969,-122.9792023,2281.532
Point (-122.9375 37.89583969000000252),2/16/16,0,37.89583969,-122.9375,2105.6494
Point (-122.89579770000000281 37.89583969000000252),2/16/16,0,37.89583969,-122.8957977,1388.6111
Point (-122.85420229999999719 37.89583969000000252),2/16/16,0,37.89583969,-122.8542023,1337.683
Point (-123.4375 37.85417174999999901),2/16/16,0,37.85417175,-123.4375,837.299
Point (-123.39579770000000281 37.85417174999999901),2/16/16,0,37.85417175,-123.3957977,1357.4346
Point (-123.35420229999999719 37.85417174999999901),2/16/16,0,37.85417175,-123.3542023,nan
Point (-123.3125 37.85417174999999901),2/16/16,0,37.85417175,-123.3125,nan
Point (-123.27079770000000281 37.85417174999999901),2/16/16,0,37.85417175,-123.2707977,1178.9247
Point (-123.22920229999999719 37.85417174999999901),2/16/16,0,37.85417175,-123.2292023,1178.9247
Point (-123.1875 37.85417174999999901),2/16/16,0,37.85417175,-123.1875,883.9807
Point (-123.14579770000000281 37.85417174999999901),2/16/16,0,37.85417175,-123.1457977,897.14246
Point (-123.10420229999999719 37.85417174999999901),2/16/16,0,37.85417175,-123.1042023,989.76135
Point (-123.0625 37.85417174999999901),2/16/16,0,37.85417175,-123.0625,989.76135
Point (-123.02079770000000281 37.85417174999999901),2/16/16,0,37.85417175,-123.0207977,19114.424
Point (-122.97920229999999719 37.85417174999999901),2/16/16,0,37.85417175,-122.9792023,2561.2783
Point (-122.9375 37.85417174999999901),2/16/16,0,37.85417175,-122.9375,2101.6335
Point (-122.89579770000000281 37.85417174999999901),2/16/16,0,37.85417175,-122.8957977,2372.0054
Point (-122.85420229999999719 37.85417174999999901),2/16/16,0,37.85417175,-122.8542023,2372.0054
Point (-123.39579770000000281 37.81251144000000153),2/16/16,0,37.81251144,-123.3957977,nan
Point (-123.35420229999999719 37.81251144000000153),2/16/16,0,37.81251144,-123.3542023,1250.4266
Point (-123.3125 37.81251144000000153),2/16/16,0,37.81251144,-123.3125,1250.4266
Point (-123.27079770000000281 37.81251144000000153),2/16/16,0,37.81251144,-123.2707977,1269.9736
Point (-123.22920229999999719 37.81251144000000153),2/16/16,0,37.81251144,-123.2292023,1372.5072
Point (-123.1875 37.81251144000000153),2/16/16,0,37.81251144,-123.1875,nan
Point (-123.14579770000000281 37.81251144000000153),2/16/16,0,37.81251144,-123.1457977,nan
Point (-123.10420229999999719 37.81251144000000153),2/16/16,0,37.81251144,-123.1042023,nan
Point (-123.0625 37.81251144000000153),2/16/16,0,37.81251144,-123.0625,nan
Point (-123.02079770000000281 37.81251144000000153),2/16/16,0,37.81251144,-123.0207977,20977.047
Point (-122.97920229999999719 37.81251144000000153),2/16/16,0,37.81251144,-122.9792023,2871.5684
Point (-122.9375 37.81251144000000153),2/16/16,0,37.81251144,-122.9375,1953.8385
Point (-122.89579770000000281 37.81251144000000153),2/16/16,0,37.81251144,-122.8957977,1953.8385
Point (-122.85420229999999719 37.81251144000000153),2/16/16,0,37.81251144,-122.8542023,2175.1274
Point (-123.3125 37.77083969000000252),2/16/16,0,37.77083969,-123.3125,1505.9227
Point (-123.27079770000000281 37.77083969000000252),2/16/16,0,37.77083969,-123.2707977,1439.592
Point (-123.22920229999999719 37.77083969000000252),2/16/16,0,37.77083969,-123.2292023,1022.44586
Point (-123.1875 37.77083969000000252),2/16/16,0,37.77083969,-123.1875,1022.44586
Point (-123.14579770000000281 37.77083969000000252),2/16/16,0,37.77083969,-123.1457977,nan
Point (-123.10420229999999719 37.77083969000000252),2/16/16,0,37.77083969,-123.1042023,nan
Point (-123.0625 37.77083969000000252),2/16/16,0,37.77083969,-123.0625,nan
Point (-123.02079770000000281 37.77083969000000252),2/16/16,0,37.77083969,-123.0207977,1383.9019
Point (-122.97920229999999719 37.77083969000000252),2/16/16,0,37.77083969,-122.9792023,1383.9019
Point (-122.9375 37.77083969000000252),2/16/16,0,37.77083969,-122.9375,1568.7346
Point (-122.89579770000000281 37.77083969000000252),2/16/16,0,37.77083969,-122.8957977,1563.5925
Point (-122.85420229999999719 37.77083969000000252),2/16/16,0,37.77083969,-122.8542023,1643.481
Point (-123.22920229999999719 37.72917174999999901),2/16/16,0,37.72917175,-123.2292023,nan
Point (-123.1875 37.72917174999999901),2/16/16,0,37.72917175,-123.1875,nan
Point (-123.14579770000000281 37.72917174999999901),2/16/16,0,37.72917175,-123.1457977,nan
Point (-123.10420229999999719 37.72917174999999901),2/16/16,0,37.72917175,-123.1042023,nan
Point (-123.0625 37.72917174999999901),2/16/16,0,37.72917175,-123.0625,859.22546
Point (-123.02079770000000281 37.72917174999999901),2/16/16,0,37.72917175,-123.0207977,859.22546
Point (-122.97920229999999719 37.72917174999999901),2/16/16,0,37.72917175,-122.9792023,1323.3198
Point (-122.9375 37.72917174999999901),2/16/16,0,37.72917175,-122.9375,1380.8046
Point (-122.89579770000000281 37.72917174999999901),2/16/16,0,37.72917175,-122.8957977,1529.9828
Point (-122.85420229999999719 37.72917174999999901),2/16/16,0,37.72917175,-122.8542023,1529.9828
Point (-123.14579770000000281 37.68751144000000153),2/16/16,0,37.68751144,-123.1457977,nan
Point (-123.10420229999999719 37.68751144000000153),2/16/16,0,37.68751144,-123.1042023,nan
Point (-123.0625 37.68751144000000153),2/16/16,0,37.68751144,-123.0625,nan
Point (-123.02079770000000281 37.68751144000000153),2/16/16,0,37.68751144,-123.0207977,nan
Point (-122.97920229999999719 37.68751144000000153),2/16/16,0,37.68751144,-122.9792023,1521.9833
Point (-122.9375 37.68751144000000153),2/16/16,0,37.68751144,-122.9375,1359.255
Point (-122.89579770000000281 37.68751144000000153),2/16/16,0,37.68751144,-122.8957977,1359.255
Point (-122.85420229999999719 37.68751144000000153),2/16/16,0,37.68751144,-122.8542023,1387.1995
Point (-123.14579770000000281 37.64583969000000252),2/16/16,0,37.64583969,-123.1457977,796.5062
Point (-123.10420229999999719 37.64583969000000252),2/16/16,0,37.64583969,-123.1042023,857.8169
Point (-123.0625 37.64583969000000252),2/16/16,0,37.64583969,-123.0625,989.1899
Point (-123.02079770000000281 37.64583969000000252),2/16/16,0,37.64583969,-123.0207977,1066.5122
Point (-122.97920229999999719 37.64583969000000252),2/16/16,0,37.64583969,-122.9792023,1066.5122
Point (-122.9375 37.64583969000000252),2/16/16,0,37.64583969,-122.9375,1351.803
Point (-122.89579770000000281 37.64583969000000252),2/16/16,0,37.64583969,-122.8957977,1328.0459
Point (-123.10420229999999719 37.60417174999999901),2/16/16,0,37.60417175,-123.1042023,958.6127
Point (-123.0625 37.60417174999999901),2/16/16,0,37.60417175,-123.0625,990.19824
Point (-123.02079770000000281 37.60417174999999901),2/16/16,0,37.60417175,-123.0207977,990.19824
Point (-122.97920229999999719 37.60417174999999901),2/16/16,0,37.60417175,-122.9792023,985.75714
Point (-122.9375 37.60417174999999901),2/16/16,0,37.60417175,-122.9375,1251.8363
Point (-122.89579770000000281 37.60417174999999901),2/16/16,0,37.60417175,-122.8957977,1315.9025
Point (-123.10420229999999719 37.56251144000000153),2/16/16,0,37.56251144,-123.1042023,914.12634
Point (-123.0625 37.56251144000000153),2/16/16,0,37.56251144,-123.0625,914.12634
Point (-123.02079770000000281 37.56251144000000153),2/16/16,0,37.56251144,-123.0207977,923.1151
Point (-122.97920229999999719 37.56251144000000153),2/16/16,0,37.56251144,-122.9792023,996.24133
Point (-122.9375 37.56251144000000153),2/16/16,0,37.56251144,-122.9375,1225.3976
Point (-123.14579770000000281 37.52083969000000252),2/16/16,0,37.52083969,-123.1457977,857.8409
Point (-123.10420229999999719 37.52083969000000252),2/16/16,0,37.52083969,-123.1042023,880.23114
Point (-123.0625 37.52083969000000252),2/16/16,0,37.52083969,-123.0625,845.1271
Point (-123.02079770000000281 37.52083969000000252),2/16/16,0,37.52083969,-123.0207977,898.4441
Point (-122.97920229999999719 37.52083969000000252),2/16/16,0,37.52083969,-122.9792023,1047.1439
Point (-123.14579770000000281 37.47917174999999901),2/16/16,0,37.47917175,-123.1457977,812.41003
Point (-123.10420229999999719 37.47917174999999901),2/16/16,0,37.47917175,-123.1042023,861.1969
Point (-123.0625 37.47917174999999901),2/16/16,0,37.47917175,-123.0625,843.55634
Point (-123.02079770000000281 37.47917174999999901),2/16/16,0,37.47917175,-123.0207977,843.55634
Point (-123.14579770000000281 37.43751144000000153),2/16/16,0,37.43751144,-123.1457977,811.9392
Point (-123.10420229999999719 37.43751144000000153),2/16/16,0,37.43751144,-123.1042023,842.0247
Point (-122.3125 37.14583969000000252),2/16/16,0,37.14583969,-122.3125,nan
Point (-122.27079770000000281 37.14583969000000252),2/16/16,0,37.14583969,-122.2707977,nan
Point (-122.22920229999999719 37.14583969000000252),2/16/16,0,37.14583969,-122.2292023,nan
Point (-122.1875 37.14583969000000252),2/16/16,0,37.14583969,-122.1875,nan
Point (-122.14579770000000281 37.14583969000000252),2/16/16,0,37.14583969,-122.1457977,nan
Point (-122.10420229999999719 37.14583969000000252),2/16/16,0,37.14583969,-122.1042023,nan
Point (-122.0625 37.14583969000000252),2/16/16,0,37.14583969,-122.0625,nan
Point (-122.4375 37.10417174999999901),2/16/16,0,37.10417175,-122.4375,1111.6445
Point (-122.39579770000000281 37.10417174999999901),2/16/16,0,37.10417175,-122.3957977,nan
Point (-122.35420229999999719 37.10417174999999901),2/16/16,0,37.10417175,-122.3542023,nan
Point (-122.3125 37.10417174999999901),2/16/16,0,37.10417175,-122.3125,nan
Point (-122.27079770000000281 37.10417174999999901),2/16/16,0,37.10417175,-122.2707977,nan
Point (-122.22920229999999719 37.10417174999999901),2/16/16,0,37.10417175,-122.2292023,nan
Point (-122.1875 37.10417174999999901),2/16/16,0,37.10417175,-122.1875,nan
Point (-122.14579770000000281 37.10417174999999901),2/16/16,0,37.10417175,-122.1457977,nan
Point (-122.10420229999999719 37.10417174999999901),2/16/16,0,37.10417175,-122.1042023,nan
Point (-122.0625 37.10417174999999901),2/16/16,0,37.10417175,-122.0625,nan
Point (-122.02079770000000281 37.10417174999999901),2/16/16,0,37.10417175,-122.0207977,nan
Point (-121.97920229999999719 37.10417174999999901),2/16/16,0,37.10417175,-121.9792023,nan
Point (-121.9375 37.10417174999999901),2/16/16,0,37.10417175,-121.9375,nan
Point (-122.52079770000000281 37.06251144000000153),2/16/16,0,37.06251144,-122.5207977,1100.9662
Point (-122.47920229999999719 37.06251144000000153),2/16/16,0,37.06251144,-122.4792023,1369.3083
Point (-122.4375 37.06251144000000153),2/16/16,0,37.06251144,-122.4375,776.405
Point (-122.39579770000000281 37.06251144000000153),2/16/16,0,37.06251144,-122.3957977,776.405
Point (-122.35420229999999719 37.06251144000000153),2/16/16,0,37.06251144,-122.3542023,864.01764
Point (-122.3125 37.06251144000000153),2/16/16,0,37.06251144,-122.3125,nan
Point (-122.27079770000000281 37.06251144000000153),2/16/16,0,37.06251144,-122.2707977,nan
Point (-122.22920229999999719 37.06251144000000153),2/16/16,0,37.06251144,-122.2292023,nan
Point (-122.1875 37.06251144000000153),2/16/16,0,37.06251144,-122.1875,nan
Point (-122.14579770000000281 37.06251144000000153),2/16/16,0,37.06251144,-122.1457977,nan
Point (-122.10420229999999719 37.06251144000000153),2/16/16,0,37.06251144,-122.1042023,nan
Point (-122.0625 37.06251144000000153),2/16/16,0,37.06251144,-122.0625,nan
Point (-122.02079770000000281 37.06251144000000153),2/16/16,0,37.06251144,-122.0207977,nan
Point (-121.97920229999999719 37.06251144000000153),2/16/16,0,37.06251144,-121.9792023,nan
Point (-121.9375 37.06251144000000153),2/16/16,0,37.06251144,-121.9375,nan
Point (-121.89579770000000281 37.06251144000000153),2/16/16,0,37.06251144,-121.8957977,nan
Point (-121.85420229999999719 37.06251144000000153),2/16/16,0,37.06251144,-121.8542023,nan
Point (-122.5625 37.02083969000000252),2/16/16,0,37.02083969,-122.5625,1109.9712
Point (-122.52079770000000281 37.02083969000000252),2/16/16,0,37.02083969,-122.5207977,1265.8475
Point (-122.47920229999999719 37.02083969000000252),2/16/16,0,37.02083969,-122.4792023,2092.0352
Point (-122.4375 37.02083969000000252),2/16/16,0,37.02083969,-122.4375,2092.0352
Point (-122.39579770000000281 37.02083969000000252),2/16/16,0,37.02083969,-122.3957977,1277.7993
Point (-122.35420229999999719 37.02083969000000252),2/16/16,0,37.02083969,-122.3542023,859.6633
Point (-122.3125 37.02083969000000252),2/16/16,0,37.02083969,-122.3125,840.13605
Point (-122.27079770000000281 37.02083969000000252),2/16/16,0,37.02083969,-122.2707977,nan
Point (-122.22920229999999719 37.02083969000000252),2/16/16,0,37.02083969,-122.2292023,nan
Point (-122.1875 37.02083969000000252),2/16/16,0,37.02083969,-122.1875,nan
Point (-122.14579770000000281 37.02083969000000252),2/16/16,0,37.02083969,-122.1457977,nan
Point (-122.10420229999999719 37.02083969000000252),2/16/16,0,37.02083969,-122.1042023,nan
Point (-122.0625 37.02083969000000252),2/16/16,0,37.02083969,-122.0625,nan
Point (-122.02079770000000281 37.02083969000000252),2/16/16,0,37.02083969,-122.0207977,nan
Point (-121.97920229999999719 37.02083969000000252),2/16/16,0,37.02083969,-121.9792023,nan
Point (-121.9375 37.02083969000000252),2/16/16,0,37.02083969,-121.9375,nan
Point (-121.89579770000000281 37.02083969000000252),2/16/16,0,37.02083969,-121.8957977,nan
Point (-121.85420229999999719 37.02083969000000252),2/16/16,0,37.02083969,-121.8542023,nan
Point (-121.8125 37.02083969000000252),2/16/16,0,37.02083969,-121.8125,nan
Point (-122.60420229999999719 36.97917174999999901),2/16/16,0,36.97917175,-122.6042023,1063.2302
Point (-122.5625 36.97917174999999901),2/16/16,0,36.97917175,-122.5625,1165.6852
Point (-122.52079770000000281 36.97917174999999901),2/16/16,0,36.97917175,-122.5207977,1165.6852
Point (-122.47920229999999719 36.97917174999999901),2/16/16,0,36.97917175,-122.4792023,1327.2302
Point (-122.4375 36.97917174999999901),2/16/16,0,36.97917175,-122.4375,1445.7292
Point (-122.39579770000000281 36.97917174999999901),2/16/16,0,36.97917175,-122.3957977,1251.477
Point (-122.35420229999999719 36.97917174999999901),2/16/16,0,36.97917175,-122.3542023,714.653
Point (-122.3125 36.97917174999999901),2/16/16,0,36.97917175,-122.3125,714.653
Point (-122.27079770000000281 36.97917174999999901),2/16/16,0,36.97917175,-122.2707977,831.0236
Point (-122.22920229999999719 36.97917174999999901),2/16/16,0,36.97917175,-122.2292023,954.05444
Point (-122.1875 36.97917174999999901),2/16/16,0,36.97917175,-122.1875,nan
Point (-122.14579770000000281 36.97917174999999901),2/16/16,0,36.97917175,-122.1457977,nan
Point (-122.10420229999999719 36.97917174999999901),2/16/16,0,36.97917175,-122.1042023,nan
Point (-122.0625 36.97917174999999901),2/16/16,0,36.97917175,-122.0625,nan
Point (-122.02079770000000281 36.97917174999999901),2/16/16,0,36.97917175,-122.0207977,nan
Point (-121.97920229999999719 36.97917174999999901),2/16/16,0,36.97917175,-121.9792023,nan
Point (-121.9375 36.97917174999999901),2/16/16,0,36.97917175,-121.9375,nan
Point (-121.89579770000000281 36.97917174999999901),2/16/16,0,36.97917175,-121.8957977,nan
Point (-121.85420229999999719 36.97917174999999901),2/16/16,0,36.97917175,-121.8542023,nan
Point (-121.8125 36.97917174999999901),2/16/16,0,36.97917175,-121.8125,nan
Point (-121.77079770000000281 36.97917174999999901),2/16/16,0,36.97917175,-121.7707977,nan
Point (-122.60420229999999719 36.93751144000000153),2/16/16,0,36.93751144,-122.6042023,950.6847
Point (-122.52079770000000281 36.93751144000000153),2/16/16,0,36.93751144,-122.5207977,848.8557
Point (-122.47920229999999719 36.93751144000000153),2/16/16,0,36.93751144,-122.4792023,958.56616
Point (-122.4375 36.93751144000000153),2/16/16,0,36.93751144,-122.4375,1258.3704
Point (-122.39579770000000281 36.93751144000000153),2/16/16,0,36.93751144,-122.3957977,1188.6399
Point (-122.35420229999999719 36.93751144000000153),2/16/16,0,36.93751144,-122.3542023,1188.6399
Point (-122.3125 36.93751144000000153),2/16/16,0,36.93751144,-122.3125,1268.8113
Point (-122.27079770000000281 36.93751144000000153),2/16/16,0,36.93751144,-122.2707977,1247.1816
Point (-122.22920229999999719 36.93751144000000153),2/16/16,0,36.93751144,-122.2292023,1004.65515
Point (-122.1875 36.93751144000000153),2/16/16,0,36.93751144,-122.1875,1301.3577
Point (-122.14579770000000281 36.93751144000000153),2/16/16,0,36.93751144,-122.1457977,1301.3577
Point (-122.10420229999999719 36.93751144000000153),2/16/16,0,36.93751144,-122.1042023,nan
Point (-122.0625 36.93751144000000153),2/16/16,0,36.93751144,-122.0625,nan
Point (-122.02079770000000281 36.93751144000000153),2/16/16,0,36.93751144,-122.0207977,2338.7427
Point (-121.97920229999999719 36.93751144000000153),2/16/16,0,36.93751144,-121.9792023,2140.6465
Point (-121.9375 36.93751144000000153),2/16/16,0,36.93751144,-121.9375,2140.6465
Point (-121.89579770000000281 36.93751144000000153),2/16/16,0,36.93751144,-121.8957977,nan
Point (-121.85420229999999719 36.93751144000000153),2/16/16,0,36.93751144,-121.8542023,nan
Point (-121.8125 36.93751144000000153),2/16/16,0,36.93751144,-121.8125,nan
Point (-121.77079770000000281 36.93751144000000153),2/16/16,0,36.93751144,-121.7707977,nan
Point (-121.72920229999999719 36.93751144000000153),2/16/16,0,36.93751144,-121.7292023,nan
Point (-122.4375 36.89583969000000252),2/16/16,0,36.89583969,-122.4375,877.8303
Point (-122.35420229999999719 36.89583969000000252),2/16/16,0,36.89583969,-122.3542023,924.48566
Point (-122.3125 36.89583969000000252),2/16/16,0,36.89583969,-122.3125,1077.4946
Point (-122.27079770000000281 36.89583969000000252),2/16/16,0,36.89583969,-122.2707977,1244.0922
Point (-122.22920229999999719 36.89583969000000252),2/16/16,0,36.89583969,-122.2292023,1244.0922
Point (-122.1875 36.89583969000000252),2/16/16,0,36.89583969,-122.1875,1424.9658
Point (-122.14579770000000281 36.89583969000000252),2/16/16,0,36.89583969,-122.1457977,1453.9651
Point (-122.10420229999999719 36.89583969000000252),2/16/16,0,36.89583969,-122.1042023,1411.7021
Point (-122.0625 36.89583969000000252),2/16/16,0,36.89583969,-122.0625,1644.3268
Point (-122.02079770000000281 36.89583969000000252),2/16/16,0,36.89583969,-122.0207977,1644.3268
Point (-121.97920229999999719 36.89583969000000252),2/16/16,0,36.89583969,-121.9792023,1591.1743
Point (-121.9375 36.89583969000000252),2/16/16,0,36.89583969,-121.9375,1546.2355
Point (-121.89579770000000281 36.89583969000000252),2/16/16,0,36.89583969,-121.8957977,nan
Point (-121.85420229999999719 36.89583969000000252),2/16/16,0,36.89583969,-121.8542023,nan
Point (-121.8125 36.89583969000000252),2/16/16,0,36.89583969,-121.8125,nan
Point (-121.77079770000000281 36.89583969000000252),2/16/16,0,36.89583969,-121.7707977,nan
Point (-121.72920229999999719 36.89583969000000252),2/16/16,0,36.89583969,-121.7292023,nan
Point (-121.6875 36.89583969000000252),2/16/16,0,36.89583969,-121.6875,nan
Point (-122.35420229999999719 36.85417174999999901),2/16/16,0,36.85417175,-122.3542023,930.02
Point (-122.22920229999999719 36.85417174999999901),2/16/16,0,36.85417175,-122.2292023,1209.9281
Point (-122.1875 36.85417174999999901),2/16/16,0,36.85417175,-122.1875,1290.884
Point (-122.14579770000000281 36.85417174999999901),2/16/16,0,36.85417175,-122.1457977,1453.8705
Point (-122.10420229999999719 36.85417174999999901),2/16/16,0,36.85417175,-122.1042023,1190.0488
Point (-122.0625 36.85417174999999901),2/16/16,0,36.85417175,-122.0625,1190.0488
Point (-122.02079770000000281 36.85417174999999901),2/16/16,0,36.85417175,-122.0207977,1200.3022
Point (-121.97920229999999719 36.85417174999999901),2/16/16,0,36.85417175,-121.9792023,802.19806
Point (-121.9375 36.85417174999999901),2/16/16,0,36.85417175,-121.9375,1243.1681
Point (-121.89579770000000281 36.85417174999999901),2/16/16,0,36.85417175,-121.8957977,nan
Point (-121.85420229999999719 36.85417174999999901),2/16/16,0,36.85417175,-121.8542023,nan
Point (-121.8125 36.85417174999999901),2/16/16,0,36.85417175,-121.8125,nan
Point (-121.77079770000000281 36.85417174999999901),2/16/16,0,36.85417175,-121.7707977,nan
Point (-121.72920229999999719 36.85417174999999901),2/16/16,0,36.85417175,-121.7292023,nan
Point (-121.6875 36.85417174999999901),2/16/16,0,36.85417175,-121.6875,nan
Point (-122.22920229999999719 36.81251144000000153),2/16/16,0,36.81251144,-122.2292023,1016.25867
Point (-122.1875 36.81251144000000153),2/16/16,0,36.81251144,-122.1875,1308.5114
Point (-122.14579770000000281 36.81251144000000153),2/16/16,0,36.81251144,-122.1457977,1419.1014
Point (-122.10420229999999719 36.81251144000000153),2/16/16,0,36.81251144,-122.1042023,1419.1014
Point (-122.0625 36.81251144000000153),2/16/16,0,36.81251144,-122.0625,1130.108
Point (-122.02079770000000281 36.81251144000000153),2/16/16,0,36.81251144,-122.0207977,1101.4636
Point (-121.97920229999999719 36.81251144000000153),2/16/16,0,36.81251144,-121.9792023,1253.9928
Point (-121.9375 36.81251144000000153),2/16/16,0,36.81251144,-121.9375,729.7688
Point (-121.89579770000000281 36.81251144000000153),2/16/16,0,36.81251144,-121.8957977,729.7688
Point (-121.85420229999999719 36.81251144000000153),2/16/16,0,36.81251144,-121.8542023,nan
Point (-121.8125 36.81251144000000153),2/16/16,0,36.81251144,-121.8125,nan
Point (-121.77079770000000281 36.81251144000000153),2/16/16,0,36.81251144,-121.7707977,nan
Point (-121.72920229999999719 36.81251144000000153),2/16/16,0,36.81251144,-121.7292023,nan
Point (-121.6875 36.81251144000000153),2/16/16,0,36.81251144,-121.6875,nan
Point (-121.64579770000000281 36.81251144000000153),2/16/16,0,36.81251144,-121.6457977,nan
Point (-122.27079770000000281 36.77083969000000252),2/16/16,0,36.77083969,-122.2707977,952.2256
Point (-122.22920229999999719 36.77083969000000252),2/16/16,0,36.77083969,-122.2292023,953.63617
Point (-122.1875 36.77083969000000252),2/16/16,0,36.77083969,-122.1875,953.63617
Point (-122.10420229999999719 36.77083969000000252),2/16/16,0,36.77083969,-122.1042023,1224.5559
Point (-122.0625 36.77083969000000252),2/16/16,0,36.77083969,-122.0625,1109.5088
Point (-122.02079770000000281 36.77083969000000252),2/16/16,0,36.77083969,-122.0207977,1620.3251
Point (-121.97920229999999719 36.77083969000000252),2/16/16,0,36.77083969,-121.9792023,1620.3251
Point (-121.9375 36.77083969000000252),2/16/16,0,36.77083969,-121.9375,1499.8916
Point (-121.89579770000000281 36.77083969000000252),2/16/16,0,36.77083969,-121.8957977,1672.4182
Point (-121.85420229999999719 36.77083969000000252),2/16/16,0,36.77083969,-121.8542023,nan
Point (-121.8125 36.77083969000000252),2/16/16,0,36.77083969,-121.8125,nan
Point (-121.77079770000000281 36.77083969000000252),2/16/16,0,36.77083969,-121.7707977,nan
Point (-121.72920229999999719 36.77083969000000252),2/16/16,0,36.77083969,-121.7292023,nan
Point (-121.6875 36.77083969000000252),2/16/16,0,36.77083969,-121.6875,nan
Point (-121.64579770000000281 36.77083969000000252),2/16/16,0,36.77083969,-121.6457977,nan
Point (-122.1875 36.72917174999999901),2/16/16,0,36.72917175,-122.1875,931.4569
Point (-122.0625 36.72917174999999901),2/16/16,0,36.72917175,-122.0625,1171.0901
Point (-121.97920229999999719 36.72917174999999901),2/16/16,0,36.72917175,-121.9792023,1424.3336
Point (-121.9375 36.72917174999999901),2/16/16,0,36.72917175,-121.9375,1142.3334
Point (-121.89579770000000281 36.72917174999999901),2/16/16,0,36.72917175,-121.8957977,nan
Point (-121.85420229999999719 36.72917174999999901),2/16/16,0,36.72917175,-121.8542023,nan
Point (-121.8125 36.72917174999999901),2/16/16,0,36.72917175,-121.8125,nan
Point (-121.77079770000000281 36.72917174999999901),2/16/16,0,36.72917175,-121.7707977,nan
Point (-121.72920229999999719 36.72917174999999901),2/16/16,0,36.72917175,-121.7292023,nan
Point (-121.6875 36.72917174999999901),2/16/16,0,36.72917175,-121.6875,nan
Point (-121.64579770000000281 36.72917174999999901),2/16/16,0,36.72917175,-121.6457977,nan
Point (-122.02079770000000281 36.68751144000000153),2/16/16,0,36.68751144,-122.0207977,1079.5404
Point (-121.97920229999999719 36.68751144000000153),2/16/16,0,36.68751144,-121.9792023,6126.6387
Point (-121.9375 36.68751144000000153),2/16/16,0,36.68751144,-121.9375,902.08044
Point (-121.89579770000000281 36.68751144000000153),2/16/16,0,36.68751144,-121.8957977,1401.8549
Point (-121.85420229999999719 36.68751144000000153),2/16/16,0,36.68751144,-121.8542023,1401.8549
Point (-121.8125 36.68751144000000153),2/16/16,0,36.68751144,-121.8125,nan
Point (-121.77079770000000281 36.68751144000000153),2/16/16,0,36.68751144,-121.7707977,nan
Point (-121.72920229999999719 36.68751144000000153),2/16/16,0,36.68751144,-121.7292023,nan
Point (-121.6875 36.68751144000000153),2/16/16,0,36.68751144,-121.6875,nan
Point (-121.64579770000000281 36.68751144000000153),2/16/16,0,36.68751144,-121.6457977,nan
Point (-122.02079770000000281 36.64583969000000252),2/16/16,0,36.64583969,-122.0207977,1092.0255
Point (-121.97920229999999719 36.64583969000000252),2/16/16,0,36.64583969,-121.9792023,1042.3917
Point (-121.9375 36.64583969000000252),2/16/16,0,36.64583969,-121.9375,1042.3917
Point (-121.89579770000000281 36.64583969000000252),2/16/16,0,36.64583969,-121.8957977,1450.7091
Point (-121.85420229999999719 36.64583969000000252),2/16/16,0,36.64583969,-121.8542023,nan
Point (-121.8125 36.64583969000000252),2/16/16,0,36.64583969,-121.8125,nan
Point (-121.77079770000000281 36.64583969000000252),2/16/16,0,36.64583969,-121.7707977,nan
Point (-121.72920229999999719 36.64583969000000252),2/16/16,0,36.64583969,-121.7292023,nan
Point (-121.6875 36.64583969000000252),2/16/16,0,36.64583969,-121.6875,nan
Point (-121.64579770000000281 36.64583969000000252),2/16/16,0,36.64583969,-121.6457977,nan
Point (-122.02079770000000281 36.60417174999999901),2/16/16,0,36.60417175,-122.0207977,nan
Point (-121.97920229999999719 36.60417174999999901),2/16/16,0,36.60417175,-121.9792023,nan
Point (-121.9375 36.60417174999999901),2/16/16,0,36.60417175,-121.9375,nan
